,ITEM_CODE,Retailer Item Code,Description,BI_LIG_FLAG,BIR_BY_VISIT,BIR_BY_SALES,BIR_BY_REG_PRICE,BI_APPEAR_NOS,BI_APPEAR_PER,A1_ITEM_CODE,A1_RET_ITEM_CODE,A1 Item Description,A1_LIG_FLAG,A1R_BY_VISIT,A1R_BY_SALES,A1R_BY_REG_PRICE,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2_ITEM_CODE,A2_RET_ITEM_CODE,A2_ITEM_DESC,A2_LIG_FLAG,A2R_BY_VISIT,A2R_BY_SALES,A2R_BY_REG_PRICE,A2_APPEAR_NOS,A2_APPEAR_PER,A3_ITEM_CODE,A3_RET_ITEM_CODE,A3_ITEM_DESC,A3_LIG_FLAG,A3R_BY_VISIT,A3R_BY_SALES,A3R_BY_REG_PRICE,A3_APPEAR_NOS,A3_APPEAR_PER,A4_ITEM_CODE,A4_RET_ITEM_CODE,A4_ITEM_DESC,A4_LIG_FLAG,A4R_BY_VISIT,A4R_BY_SALES,A4R_BY_REG_PRICE,A4_APPEAR_NOS,A4_APPEAR_PER,A5_ITEM_CODE,A5_RET_ITEM_CODE,A5_ITEM_DESC,A5_LIG_FLAG,A5R_BY_VISIT,A5R_BY_SALES,A5R_BY_REG_PRICE,A5_APPEAR_NOS,A5_APPEAR_PER
1372,283398,1200482367,VALE FF MILK GAL,0,825,754,457,2901,0.009231216,13872,8926180,GALLIKER ICE TEA 128 OZ(172077),1,122,122,621,122,4.21,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,9,0.310237849,448989,1200482368,VALE FF MILK HG,0,833,853,983,2,0.068941744,15180,475451824,BM SKIM MILK PLASTIC QT 13900,0,148,319,1229,1,0.034470872,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,283628,392776000,H.G. FRENCH ONION DIP,0,197,303,1106,109930,0.349806116,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,10135,9.22,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,1114,1.013372146,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,146,0.132811789,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,23,0.020922405,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,4,0.003638679
1374,283628,392776000,H.G. FRENCH ONION DIP,0,197,303,1106,109930,0.349806116,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,6669,6.07,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1114,1.013372146,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,146,0.132811789,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,23,0.020922405,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,4,0.003638679
1375,283628,392776000,H.G. FRENCH ONION DIP,0,197,303,1106,109930,0.349806116,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,6190,5.63,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,851,0.774128991,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,146,0.132811789,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,23,0.020922405,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,4,0.003638679
1376,283628,392776000,H.G. FRENCH ONION DIP,0,197,303,1106,109930,0.349806116,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,5860,5.33,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,893,0.812335122,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,141,0.12826344,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,0.018193396,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,4,0.003638679
1377,28376,8934561,JELLO PUDDING/BMLATIN 8PK(243274),1,310,277,263,56086,0.17847017,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,7004,12.49,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,1408,2.51043041,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,121,0.215740113,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,14,0.024961666,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.005348928
1378,28376,8934561,JELLO PUDDING/BMLATIN 8PK(243274),1,310,277,263,56086,0.17847017,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,6953,12.40,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,1408,2.51043041,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,121,0.215740113,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,14,0.024961666,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.005348928
1379,28376,8934561,JELLO PUDDING/BMLATIN 8PK(243274),1,310,277,263,56086,0.17847017,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,4048,7.22,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,554,0.987768784,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,121,0.215740113,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,14,0.024961666,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.005348928
1380,28376,8934561,JELLO PUDDING/BMLATIN 8PK(243274),1,310,277,263,56086,0.17847017,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,4003,7.14,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,516,0.92001569,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,84,0.149769996,22186,8924940,DANNON GREEK 4PK(229434),1,18,10,357,12,0.021395714,15421,8951103,FRIGO CHEESEHEADS 12OZ(7908),1,191,171,287,3,0.005348928
1381,286091,1201144368,BEAVER MEADOW BUTTER 1/4,0,394,357,654,38179,0.121488654,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3604,9.44,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,496,1.299143508,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,52,0.136200529,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.023573168,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,2,0.005238482
1382,286091,1201144368,BEAVER MEADOW BUTTER 1/4,0,394,357,654,38179,0.121488654,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3544,9.28,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,496,1.299143508,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,52,0.136200529,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.023573168,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,2,0.005238482
1383,286091,1201144368,BEAVER MEADOW BUTTER 1/4,0,394,357,654,38179,0.121488654,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,3242,8.49,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,433,1.134131329,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,55,0.144058252,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,7,0.018334687,12336,8922004,KR SOFT PHILA CRM CHS(12012),1,24,21,504,2,0.005238482
1384,286091,1201144368,BEAVER MEADOW BUTTER 1/4,0,394,357,654,38179,0.121488654,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,1719,4.50,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,242,0.633856308,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,44,0.115246602,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,6,0.015715446,871429,1202385689,BM HEAVY WHIPPING CREAM,0,86,117,916,2,0.005238482
1385,29008,8942132,NESTLE TOLLHOUSE CHUBS(317325),1,435,421,532,30885,0.098278558,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3117,10.09,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,369,1.194754735,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,48,0.15541525,12367,8934067,PILLSBURY GRANDS BISCUITS(2091),1,51,74,989,7,0.022664724,12371,8922186,PILLSBURY DANISH & ROLLS(15062),1,83,93,865,3,0.009713453
1386,29008,8942132,NESTLE TOLLHOUSE CHUBS(317325),1,435,421,532,30885,0.098278558,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,2234,7.23,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,328,1.062004209,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,59,0.191031245,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,15,0.048567266,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,7,0.022664724
1387,29008,8942132,NESTLE TOLLHOUSE CHUBS(317325),1,435,421,532,30885,0.098278558,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2179,7.06,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,369,1.194754735,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,48,0.15541525,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,7,0.022664724,39561,8923665,SABRA 10OZ(360431),1,54,48,393,2,0.006475635
1388,29008,8942132,NESTLE TOLLHOUSE CHUBS(317325),1,435,421,532,30885,0.098278558,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2102,6.81,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,316,1.023150397,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,59,0.191031245,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,15,0.048567266,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,7,0.022664724
1389,290318,2176000,RED STAR COMPRESSED YEAST 8PK,0,463,372,533,26915,0.085645698,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2155,8.01,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,338,1.255805313,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,44,0.163477615,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,7,0.026007802,12414,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),1,58,42,463,2,0.007430801
1390,290318,2176000,RED STAR COMPRESSED YEAST 8PK,0,463,372,533,26915,0.085645698,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2088,7.76,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,338,1.255805313,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,44,0.163477615,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,7,0.026007802,12371,8922186,PILLSBURY DANISH & ROLLS(15062),1,83,93,865,2,0.007430801
1391,290318,2176000,RED STAR COMPRESSED YEAST 8PK,0,463,372,533,26915,0.085645698,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,1649,6.13,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,224,0.832249675,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,28,0.104031209,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,4,0.014861601,13557,8943243,LACTAID 100(10414),1,59,34,341,2,0.007430801
1392,290318,2176000,RED STAR COMPRESSED YEAST 8PK,0,463,372,533,26915,0.085645698,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1613,5.99,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,304,1.129481702,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,45,0.167193015,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,6,0.022292402,12864,8921355,BM SHREDDED 16OZ CHEESE(130692),1,21,13,284,2,0.007430801
1393,290545,1200706298,ICBNB COOKING/BAKING STICK,0,356,330,472,44293,0.140943894,12300,8924968,ICBNB SOFT TUB(13374),1,39,44,612,6384,14.41,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,749,1.691012124,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,98,0.221253923,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,17,0.038380783,21045,8930805,PURE LEAF TEA(217834),1,67,67,1337,4,0.009030772
1394,290545,1200706298,ICBNB COOKING/BAKING STICK,0,356,330,472,44293,0.140943894,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,4406,9.95,12300,8924968,ICBNB SOFT TUB(13374),1,39,44,612,749,1.691012124,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,98,0.221253923,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,17,0.038380783,21045,8930805,PURE LEAF TEA(217834),1,67,67,1337,4,0.009030772
1395,290545,1200706298,ICBNB COOKING/BAKING STICK,0,356,330,472,44293,0.140943894,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3709,8.37,12300,8924968,ICBNB SOFT TUB(13374),1,39,44,612,576,1.300431219,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,98,0.221253923,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,17,0.038380783,21045,8930805,PURE LEAF TEA(217834),1,67,67,1337,4,0.009030772
1396,290545,1200706298,ICBNB COOKING/BAKING STICK,0,356,330,472,44293,0.140943894,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,3061,6.91,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,470,1.061115752,12300,8924968,ICBNB SOFT TUB(13374),1,39,44,612,77,0.173842368,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,12,0.027092317,36752,8942575,DAISY SQUEEZE SOUR CREAM(336081),1,92,121,770,2,0.004515386
1397,291158,736109108,B&L XTRA SHARP CHEDDAR,0,604,556,366,12356,0.039317787,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1024,8.29,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,131,1.060213661,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,17,0.137584979,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,4,0.032372936,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,2,0.016186468
1398,291158,736109108,B&L XTRA SHARP CHEDDAR,0,604,556,366,12356,0.039317787,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,860,6.96,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,131,1.060213661,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,17,0.137584979,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,4,0.032372936,39561,8923665,SABRA 10OZ(360431),1,54,48,393,2,0.016186468
1399,291158,736109108,B&L XTRA SHARP CHEDDAR,0,604,556,366,12356,0.039317787,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,770,6.23,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,108,0.874069278,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,18,0.145678213,20025,9000317,DANNON GREEK YOGURT(206188),1,10,28,1336,3,0.024279702,40254,8931734,DANNON OIKOS BLUE CUP(368623),1,40,84,1345,1,0.008093234
1400,291158,736109108,B&L XTRA SHARP CHEDDAR,0,604,556,366,12356,0.039317787,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,746,6.04,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,75,0.606992554,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9,0.072839107,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,3,0.024279702,40176,8922928,BM COTTABM CHEESE 24OZ(6680),1,23,40,881,2,0.016186468
1401,293469,495697052,HILL WIC AMERICAN SING,0,1314,1295,305,43,0.000136829,227814,465952000,UD HOMO PLASTIC 208,0,146,228,1002,5,11.63,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,1,2.325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,293469,495697052,HILL WIC AMERICAN SING,0,1314,1295,305,43,0.000136829,56685,452668000,UD LITE TIME 1% LOW FAT 408,0,338,449,1031,4,9.30,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,2,4.651162791,343060,968585308,HILL LARGE EGGS 1 DZ,0,55,151,1013,1,2.325581395,227814,465952000,UD HOMO PLASTIC 208,0,146,228,1002,1,2.325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,293469,495697052,HILL WIC AMERICAN SING,0,1314,1295,305,43,0.000136829,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,4,9.30,56685,452668000,UD LITE TIME 1% LOW FAT 408,0,338,449,1031,2,4.651162791,227814,465952000,UD HOMO PLASTIC 208,0,146,228,1002,1,2.325581395,343060,968585308,HILL LARGE EGGS 1 DZ,0,55,151,1013,1,2.325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,293469,495697052,HILL WIC AMERICAN SING,0,1314,1295,305,43,0.000136829,21532,8926403,MM OJ 59 OZ(221501),1,117,114,571,4,9.30,871442,1202385679,BM HALF & HALF PT,0,90,185,1163,1,2.325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,29417,405777557,HILL X-LG EGGS 1 DZ,0,500,596,940,21780,0.069305715,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1778,8.16,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,227,1.042240588,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,27,0.123966942,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,4,0.018365473,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,3,0.013774105
1406,29417,405777557,HILL X-LG EGGS 1 DZ,0,500,596,940,21780,0.069305715,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1600,7.35,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,227,1.042240588,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,27,0.123966942,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,4,0.018365473,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,3,0.013774105
1407,29417,405777557,HILL X-LG EGGS 1 DZ,0,500,596,940,21780,0.069305715,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,1325,6.08,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,134,0.615243343,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,27,0.123966942,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,4,0.018365473,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,3,0.013774105
1408,29417,405777557,HILL X-LG EGGS 1 DZ,0,500,596,940,21780,0.069305715,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,1247,5.73,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,164,0.752984389,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,23,0.105601469,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,3,0.013774105,138910,794930156,BM EGG NOG 13893,0,471,411,251,1,0.004591368
1409,294260,320824667,PLUGRA SALTED BUTTER-CD,0,862,755,182,2293,0.007296511,187926,861223012,PLUGRA UNSALTED BUTTER-CD,0,895,794,168,167,7.28,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,14,0.61055386,801828,1202254174,LOL HEAVY WHIPPING CREAM,0,231,101,17,3,0.13083297,18753,8936190,DANNON ACTIVIA 12PK(172652),1,115,57,57,1,0.04361099,886768,1202488849,VITAL FARMS EGGS LARGE PASTURE,0,549,420,55,1,0.04361099
1410,294260,320824667,PLUGRA SALTED BUTTER-CD,0,862,755,182,2293,0.007296511,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,136,5.93,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,20,0.872219799,12791,8923739,SIMPLY ORANBM JUICE(7159),1,26,15,283,4,0.17444396,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2,0.08722198,39561,8923665,SABRA 10OZ(360431),1,54,48,393,1,0.04361099
1411,294260,320824667,PLUGRA SALTED BUTTER-CD,0,862,755,182,2293,0.007296511,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,110,4.80,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,20,0.872219799,12791,8923739,SIMPLY ORANBM JUICE(7159),1,26,15,283,4,0.17444396,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2,0.08722198,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,1,0.04361099
1412,294260,320824667,PLUGRA SALTED BUTTER-CD,0,862,755,182,2293,0.007296511,25209,8921248,SARBMNTO SHREDDED CHEESES(4250),1,25,18,471,109,4.75,14680,8922239,SARBMNTO DELI STYLE SLICES(12010),1,17,14,509,13,0.56694287,12358,8942606,HELUVA GOOD CHEESE STICKS(1896),1,89,98,506,2,0.08722198,36752,8942575,DAISY SQUEEZE SOUR CREAM(336081),1,92,121,770,1,0.04361099,474559,1201760569,JUBILEE HILLTOP RANCH LG EGGS,0,524,390,87,1,0.04361099
1413,294692,97674513,HILL LG BROWN EGGS 1DZ,0,869,880,495,2162,0.006879658,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,173,8.00,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,20,0.92506938,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,7,0.323774283,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,2,0.092506938,12340,8927242,KR SOFT CREAM CHEESE 12 0Z(43314),1,138,94,114,1,0.046253469
1414,294692,97674513,HILL LG BROWN EGGS 1DZ,0,869,880,495,2162,0.006879658,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,150,6.94,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,0.92506938,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,7,0.323774283,13557,8943243,LACTAID 100(10414),1,59,34,341,2,0.092506938,12382,8921172,YOPLAIT YOGURT(11050),1,2,16,1325,1,0.046253469
1415,294692,97674513,HILL LG BROWN EGGS 1DZ,0,869,880,495,2162,0.006879658,196605,452656000,UD LITE TIME 2% LOW FAT 308,0,94,153,998,126,5.83,12408,8920214,REDDI WIP CREAM 7 OZ.(8426),1,35,38,616,15,0.693802035,19813,8929913,BLUE DIAMOND ALMOND BREEZE(203160),1,31,27,521,7,0.323774283,188091,374776000,UD HALF & HALF LONG LIFE 17091,0,609,668,637,4,0.185013876,20609,8930882,CHOBANI GREEK NONFAT YOGURT 32(214391),1,108,56,119,2,0.092506938
1416,294692,97674513,HILL LG BROWN EGGS 1DZ,0,869,880,495,2162,0.006879658,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,105,4.86,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,13,0.601295097,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,4,0.185013876,23658,8932760,STY YO 6PK(291833),1,274,234,257,2,0.092506938,13557,8943243,LACTAID 100(10414),1,59,34,341,2,0.092506938
1417,297158,384100000,**MARB COTTAGE CHEESE,0,697,647,306,6735,0.021431313,76114,1200036997,MARBURGER 2% MILK,0,176,142,326,714,10.60,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,66,0.979955457,23143,8921000,CHOB GRK NF FOB 4PK(242649),1,47,32,297,19,0.282108389,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,16,0.237564959,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,5,0.07423905
1418,297158,384100000,**MARB COTTAGE CHEESE,0,697,647,306,6735,0.021431313,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,483,7.17,76114,1200036997,MARBURGER 2% MILK,0,176,142,326,63,0.935412027,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,9,0.13363029,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,3,0.04454343,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,1,0.01484781
1419,297158,384100000,**MARB COTTAGE CHEESE,0,697,647,306,6735,0.021431313,281777,351443453,MARB HOMO MILK PLASTIC,0,249,195,282,471,6.99,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,44,0.653303638,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,7,0.10393467,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,3,0.04454343,20018,8923817,SILK PURE ALMONDMILK(206112),1,64,53,522,1,0.01484781
1420,297158,384100000,**MARB COTTAGE CHEESE,0,697,647,306,6735,0.021431313,412388,61419529,MARB 2% PLASTIC,0,143,210,959,434,6.44,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,37,0.549368968,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,6,0.08908686,18631,8928633,COUNTRY CROCK 3 LB.(13351),1,113,107,350,2,0.02969562,41668,9002085,BM CHUNK CHEESE UPPER TIER 8OZ(375548),1,76,111,948,1,0.01484781
1421,297371,604384000,GALLIK SKIM PLASTIC 33300,0,294,387,985,59851,0.190450704,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,4307,7.20,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,463,0.773587743,13872,8926180,GALLIKER ICE TEA 128 OZ(172077),1,122,122,621,53,0.088553241,13557,8943243,LACTAID 100(10414),1,59,34,341,10,0.016708159,31261,8922046,BM IWS 2% CHEESE SLICES(324662),1,194,301,767,6,0.010024895
1422,297371,604384000,GALLIK SKIM PLASTIC 33300,0,294,387,985,59851,0.190450704,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3256,5.44,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,463,0.773587743,13872,8926180,GALLIKER ICE TEA 128 OZ(172077),1,122,122,621,53,0.088553241,13557,8943243,LACTAID 100(10414),1,59,34,341,10,0.016708159,31261,8922046,BM IWS 2% CHEESE SLICES(324662),1,194,301,767,6,0.010024895
